Epoch	Training Loss	Validation Loss
1	1.1538106198027982	2.292875051498413
2	0.39283216125884296	2.282386302947998
3	0.2871434183444007	2.2697529792785645
4	0.2287732739064653	2.2541377544403076
5	0.18845589332661386	2.2354319095611572
6	0.16061956549094894	2.2137038707733154
7	0.14067047379784664	2.1882264614105225
8	0.12560054318884672	2.158799171447754
9	0.11414474615101088	2.123772621154785
10	0.10481906865360373	2.0822250843048096

Accuracy: 97.15%
